is_slaughter_boat,is_wellboat,mmsi,ship_register_vessel_type,ship_register_vessel_type_name_en,ship_register_vessel_type_name_no,ship_type,vessel_name
false,false,257041820,5I4,CATAMARAN PASSENGER,KATAMARAN PASSASJER,69,BRISEN
false,false,257923800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,BRITT IREN
false,false,258000580,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,BROBACK
false,false,257005360,,,,79,BROENNOEYVAERINGEN
false,false,257224400,5C,CAR FERRY,PASSASJERSKIP/FERGER: BIL,60,BRØNNØYPEL
false,false,257105140,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,54,BRUCE
false,true,258250000,,,,99,BRUDANES
false,false,257353120,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,BRULAKS
false,false,257097920,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,BRUNA
false,false,257010170,8K1,DRY FODDER BOAT,FORINGSBÅT,70,BRUNFISK
false,false,257033070,7A,TUG/SALVAGE SHIP,SPESIALSKIP: SLEPE/BERGING,52,BRUSE
false,false,257404000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,BRUSØYSKJÆR
false,false,258382500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,BRUTALIX
false,false,257927600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,BRUTUS
false,false,257055310,,,,56,BRUTUS
false,false,257038210,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,BRUVÆR
false,false,257209600,5B1,PASSENGER SHIP,PASSASJERSKIP,12,BRUVIK
false,false,257130650,,,,79,BRYGGEN
false,false,257103550,,,,99,BUBBA2
false,false,257764900,7A1,TUG,SLEPEBÅT,52,BUDDY
false,false,258324000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,BUEFJORD
false,false,258006830,7A1,TUG,SLEPEBÅT,31,BUKKHOLMEN
false,false,257975900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,BULIA
false,false,258168000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,79,BULK CARRIER
false,false,257914900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,BUØYSUND
false,false,257139500,,,,70,BURFLESA
false,false,257294720,6H,FISHING/HUNTING VESSEL: KELP TRAWLER,FISKE/FANGSTFARTØY: TARETRÅLER,30,BUSKALG
false,false,257606800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,BUSTATIND
false,false,257264500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,BV OCEAN
false,false,257005250,,,,60,BYGUTTEN
false,false,259031730,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,C PROVIDER
false,false,257749000,3B,BULK CARRIER,BULKSKIP: VANLIG BULK,70,CABAL
false,false,258450000,3G,SAND CARRIER,BULKSKIP: SAND,79,CABELA
false,false,259038130,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,CAMILLA
false,false,257069080,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,CAMILLA
false,false,258351500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,CAMILLA
false,false,257127410,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,CAMPUS BLÅ
false,false,258155000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,75,CANASTA
false,false,259496000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,CANMAR
false,false,257083180,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,CANOLE
false,false,257527900,5K2,SMALL CAPACITY AMBULANCE BOAT/CONVEYER,LEGE-/SKYSSFARTØY,60,CAPELLA
false,false,314433000,,,,70,CARTEN ELINA
false,false,259321000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,CASINO
false,true,257735000,3H,WELL BOAT,BRØNNFARTØY,70,CASPIAN
false,false,257983500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,CAT 2
false,false,257625600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,CECILIA
false,false,257663600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,CELSUS
false,false,257124780,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,CERES
false,false,257689700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,CHARON
false,false,257213000,7A1,TUG,SLEPEBÅT,52,CHIEF
false,false,257033030,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,CHIEF 
false,false,258373000,8F1,SCHOOL SHIP,SKOLESKIP,60,CHRISTIAN RADICH
false,false,257239600,5B1,PASSENGER SHIP,PASSASJERSKIP,60,CHRISTIANIA
false,false,257627700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,CHRISTINA
false,false,257478800,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,CHRISTINA
false,false,257032500,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,CHRISTINA E
false,true,258464000,,,,99,CHRISTINE
false,false,235006150,,,,34,CLASINA
false,true,257557600,3H,WELL BOAT,BRØNNFARTØY,99,CLEAN OCEAN
false,true,257557631,3H,WELL BOAT,BRØNNFARTØY,99,CLEAN OCEAN
false,true,257557612,3H,WELL BOAT,BRØNNFARTØY,99,CLEAN OCEAN
false,true,257557602,3H,WELL BOAT,BRØNNFARTØY,99,CLEAN OCEAN
false,false,230171070,,,,33,COMPASS 1
false,false,257442600,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,CONVOY
false,false,257056690,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,CORNELIA
false,false,257698700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,CORNELIA
false,false,257063700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,37,COSMOS
false,false,257125250,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,CRAZY HAWK
false,false,258010800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,54,CRUSH
false,false,257130930,,,,60,CRUX
true,false,257099960,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,CSAVER
false,false,257060130,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,DAAFJORD
false,false,257890900,,,,70,DAAVOEY
false,false,257246500,7F2,RESCUE VESSEL,REDNINGSFARTØY,51,DAGFINN PAUST
false,false,257129610,5I,CATAMARAN/TRIMARAN/HYDROFOIL SHIP,PASSASJERSKIP/FERGER:KATAMA/TRIMA/HYDROF,40,DAGNING
false,false,257010310,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DALSFJORDFISK
false,false,257769800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,77,DALTIND
false,false,257004660,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DANIEL
false,false,257087230,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,DANIEL 
false,false,257224020,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,DANIEL-ANDRE
false,false,257148420,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,DANSKEN
false,false,257882000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,DANTIC
false,false,276849000,,,,70,DARINA
false,false,257010190,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DAVEN
false,false,982574720,,,,51,DC STRIL BARENTS
false,false,982571290,,,,51,DC STRIL MERKUR
false,false,230942970,,,,52,DELFI
false,false,257592900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DELFISK
false,false,257946800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DELPHINUS
false,false,258529010,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,DELTA G
false,false,251703000,,,,90,DELTA GK
false,false,259193000,7A,TUG/SALVAGE SHIP,SPESIALSKIP: SLEPE/BERGING,51,DET NORSKE VERITAS
false,false,257556500,7F2,RESCUE VESSEL,REDNINGSFARTØY,51,DET NORSKE VERITAS II
false,false,257145500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,DHARMA R
false,false,258005590,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,90,DIGERGUBBEN
false,false,257374600,7K,OTHER SPEC. SERV. SHIP/SAND BLAST/DIVING,SPESIALSKIP: ANDRE SPESIAL/SANDBLÅS/DYKK,33,DIVE MASTER
false,false,257247000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,DOGGI
false,false,257601900,8K1,DRY FODDER BOAT,FORINGSBÅT,52,DOKKEN
false,false,257767900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DOLMEN
false,false,257140900,,,,99,DOLMSUNDE
false,false,219750000,,,,52,DOLPHIN
false,true,258599000,3H,WELL BOAT,BRØNNFARTØY,99,DØNNALAKS
false,false,257608700,,,,40,DONNAMANNEN
false,true,257797000,3H,WELL BOAT,BRØNNFARTØY,70,DØNNLAND
false,true,257786768,3H,WELL BOAT,BRØNNFARTØY,70,DØNNLAND
false,true,257797016,3H,WELL BOAT,BRØNNFARTØY,99,DØNNLAND
false,false,257132460,,,,49,DOSAREN
false,false,257987900,5K2,SMALL CAPACITY AMBULANCE BOAT/CONVEYER,LEGE-/SKYSSFARTØY,58,DR. RIIBER
false,false,257999800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DRÆGGEN
false,false,257947800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,DRAGØY
false,false,257546700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DRAGØY
false,false,257613600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,51,DRAKEN
false,false,258290500,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,DRAUG
false,false,257249000,5B1,PASSENGER SHIP,PASSASJERSKIP,60,DRONNINGEN
false,false,258203550,9C,PLEASURE CRAFT/YACHT,FRITIDSFARTØY,99,DUEN III
false,false,257085230,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,DUFA
false,false,982570076,,,,40,DUFA
false,false,258520000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,DUNØY
false,false,245974000,,,,35,DUTCHWARSHIP MERCUUR
false,false,257002660,7A1,TUG,SLEPEBÅT,52,DUX
false,false,257060080,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,56,DVERGEN
false,false,257911800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DYBINGEN
false,false,257534800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,53,DYKKERSERVICE 10
false,false,257687600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,DYKKERSERVICE 2
false,false,257791290,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DYKKERSERVICE 3
false,false,257732900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,DYKKERSERVICE 5
false,false,257243800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,DYKKERSERVICE 7
false,false,257252800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,33,DYKKERSERVICE 8
false,false,257534700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,DYKKERSERVICE 9
false,false,258014790,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,DYKKESERVICE 2
false,false,257006790,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,DYRAFJELL
false,false,259595000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,DYRNESVÅG
false,false,257167320,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,E. JENSEN
false,false,258011200,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,EA
false,false,257960700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EA LUMA
false,false,538005799,,,,84,ECO INVICTUS
false,false,259017070,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,ED-EL 
false,false,257622800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EDDA
false,false,257204000,7D3,CONSTRUCTION VESSEL,KONSTRUKSJONSSKIP,90,EDDA FJORD
false,false,258245000,7E4,INSPECTION VESSEL,INSPEKSJONSFARTØY,90,EDDA FLORA
false,false,257083060,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,52,EDEL
false,false,109080536,,,,0,EDGARS BOYE 6
false,false,257703600,6K,FISHING/HUNTING VESSEL: - UNSPECIFIED,FISKE/FANGSTFARTØY: - UBESTEMT,99,EDISON
false,false,257673900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EDMUND
false,false,259519000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,EDNA SYNNØVE
false,false,258527410,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EDVARD
false,false,257032080,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EGIL
false,false,258173020,,,,99,EIA
false,false,257097520,,,,54,EIDER
false,false,257117700,,,,30,EIDESVAAG
false,false,259028240,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EIDESVIK
false,false,258293000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,EIDHOLM
false,false,257457800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EIDSFJORD
false,false,259405000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,EIDSVAAG MARIN
false,false,257607000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,EIDSVAAG OMEGA
false,false,257080750,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,EIDSVAAG OPAL
false,false,258729000,3B,BULK CARRIER,BULKSKIP: VANLIG BULK,70,EIDSVAAG PIONER
false,false,259221000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,EIDSVAAG POLARIS
false,false,257414000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,EIDSVAAG SIRIUS
false,false,257808000,4B,GENERAL DRY CARGO SHIP,STYKKGODSSKIP: VANLIG STYKKGODS,70,EIDSVAAG VEGA
false,false,258207950,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EIDSVÆRINGEN
false,false,259295000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,EIDVÅGFISK
false,false,257076420,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EILEN
false,false,257030610,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EINES
false,false,257045380,7C2,SURVEILLANCE VESSEL,OPPSYNSSKIP,96,EIR
false,false,982570061,,,,55,EIR MOB
false,false,257082600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,EIRA
false,false,258027580,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EITERTINDEN
false,false,258029570,,,,40,EKSPRESSEN
false,false,257003350,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EL FRIDA
false,false,257109410,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EL IDA
false,false,257112130,,,,70,EL VINE
false,false,257793700,,,,99,ELDBJOERG
false,false,231700001,,,,51,ELDBORG MOB
false,false,257088220,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,ELDORADO
false,false,257061610,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,ELI 
false,false,257053240,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,ELIAS
false,false,257080800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,ELIASSEN
false,false,258225000,5B1,PASSENGER SHIP,PASSASJERSKIP,70,ELIESER 6
false,false,257123720,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,99,ELIN
false,true,257095330,3H,WELL BOAT,BRØNNFARTØY,79,ELINE
false,false,257213800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,ELISABETH
false,false,259166000,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,70,ELISABETH
false,true,257104940,3H,WELL BOAT,BRØNNFARTØY,79,ELISABETH STAR
false,false,257308040,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,ELISE KRISTIN
false,false,257781900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,34,ELLMA
false,false,257058280,5I4,CATAMARAN PASSENGER,KATAMARAN PASSASJER,40,ELSA LAULA RENBERG
false,false,257154320,6D,FISHING VESSEL,FISKE/FANGSTFARTØY: FISKE,30,ELVIRA III
false,false,257878600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,EMANUEL DESPERADOS
false,false,257707700,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EMBLA
false,false,257335800,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,70,EMERALD
false,false,257058430,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,40,EMIL
false,false,257643600,8K1,DRY FODDER BOAT,FORINGSBÅT,70,EMIL JR.
false,false,257990600,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,79,EMIL VIKING
false,false,257191900,8K,SMALL WORK BOAT,SPESIALSKIP: MINDRE ARBEIDSBÅT,99,EMILBUEN
false,false,257003380,5I1,CATAMARAN,KATAMARAN,70,EMILIE
